clause_text,clause_type,domain,risk_level,source,is_synthetic
Telekom Malaysia Berhad (128740-P),Parties,Original Corporate,LOW,splits/train.csv,False
ATHENE ANNUITY & LIFE ASSURANCE COMPANY,Parties,Original Corporate,LOW,splits/train.csv,False
Agent is granted a limited license and right to use all Intellectual Property for purposes of conducting the GOB Sale and otherwise marketing any or all of the Assets;,License Grant,Original Corporate,LOW,splits/train.csv,False
MCI International Telecommunications. Inc.,Parties,Original Corporate,LOW,splits/train.csv,False
Federal   Deposit   Insurance Corporation,Parties,Original Corporate,LOW,splits/train.csv,False
"This Agreement shall be governed by and construed in accordance with the laws of the State of Nevada, USA in force therein without regard to its conflict of law rules.",Governing Law,Original Corporate,LOW,splits/train.csv,False
"______ day of ______________, 2015.",Agreement Date,Original Corporate,LOW,splits/train.csv,False
Any rights or license granted under this Article VI to a     -----------------                                                               corporation or other legal entity which becomes a Subsidiary of a Party at a     date later than the Effective Date shall become effective as of the date     upon which such corporation or other legal entity becomes a Subsidiary of     such Party.,Affiliate License-Licensee,Original Corporate,LOW,splits/train.csv,False
"TRANSFER AND SERVICING AGREEMENT, d",Document Name,Original Corporate,LOW,splits/train.csv,False
"WHEREAS, it is now understood and agreed that this split-dollar agreement is to be effective as of the date first listed above;",Effective Date,Original Corporate,LOW,splits/train.csv,False
"Effective Date"" shall mean December 5, 2014.",Agreement Date,Original Corporate,LOW,splits/train.csv,False
This Agreement shall be construed in accordance with the laws of the State of California applicable to agreements executed and to be wholly performed therein.,Governing Law,Original Corporate,LOW,splits/train.csv,False
"This Agreement shall be governed and construed in accordance with the laws of the State of Delaware, without reference to the conflicts of laws principles thereunder.",Governing Law,Original Corporate,LOW,splits/train.csv,False
"other party is covered under its license, to practice these Intellectual Property Rights for the Assay.",License Grant,Original Corporate,LOW,splits/train.csv,False
This Agreement shall commence on 5th March 2019,Effective Date,Original Corporate,LOW,splits/train.csv,False
"Fox Mobile Entertainment, Inc.",Parties,Original Corporate,LOW,splits/train.csv,False
"""Licensing"" and together with Seller, ""Arizona"")",Parties,Original Corporate,LOW,splits/train.csv,False
Dialog Semiconductor (UK) Ltd.,Parties,Original Corporate,LOW,splits/train.csv,False
"HPIL ET and GINARES (hereafter the ""Party"" or collectively the ""Partie",Parties,Original Corporate,LOW,splits/train.csv,False
"DOT COM LLC, OBA Seattle Software Developers",Parties,Original Corporate,LOW,splits/train.csv,False
This Agreement shall enter into effect on the date it is signed by both parties as shown below.,Effective Date,Original Corporate,LOW,splits/train.csv,False
SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED,Parties,Original Corporate,LOW,splits/train.csv,False
"All questions regarding the validity, interpretation, performance and enforcement of the provisions of this Agreement shall be governed by the laws of the state of New York.",Governing Law,Original Corporate,LOW,splits/train.csv,False
Beijing Sun Seven Stars Culture Development Limited,Parties,Original Corporate,LOW,splits/train.csv,False
This Agreement shall be construed in accordance with the laws of the State of Delaware without regard to its conflict of laws provisions.,Governing Law,Original Corporate,LOW,splits/train.csv,False
This Agreement shall be governed by and construed under the laws of the Commonwealth of Virginia without regard to the conflicts of law provisions thereof.,Governing Law,Original Corporate,LOW,splits/train.csv,False
This agreement shall be for a term of five years from the date of this document.,Expiration Date,Original Corporate,LOW,splits/train.csv,False
"The term of this Agreement (the ""Term"") shall commence on the date hereof       (the ""Effective Date"") and shall expire upon delivery of [**] to ebix,       but in no way shall this Agreement extend any later than thirty (30)       months from the Effective Date regardless of the number Filled       Application Forms delivered to ebix. About will make commercially       reasonable efforts to achieve that number in twelve (12) months or less       from the Effective Date.",Expiration Date,Original Corporate,LOW,splits/train.csv,False
JOINT CONTENT LICENSE AGREEMENT,Document Name,Original Corporate,LOW,splits/train.csv,False
Transoceanic Communications Incorporated,Parties,Original Corporate,LOW,splits/train.csv,False
This Agreement shall be effective as of the date set forth above in this Agreement.,Effective Date,Original Corporate,LOW,splits/train.csv,False
STATEMENT OF WORK - APPENDIX A,Document Name,Original Corporate,LOW,splits/train.csv,False
"collectively, the ""Principals"" and individually,                a ""Principal""",Parties,Original Corporate,LOW,splits/train.csv,False
"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong.",Governing Law,Original Corporate,LOW,splits/train.csv,False
An entity may transfer its right to use a certain piece of Software to its Affiliate.,Affiliate License-Licensee,Original Corporate,LOW,splits/train.csv,False
Nothing in this Paragraph 8.02(a)(2) will create an obligation on the part of FCE to grant ExxonMobil a license or right under FCE Background Patents or FCE Background Information if the Parties do not agree on the terms and conditions of such license.,License Grant,Original Corporate,LOW,splits/train.csv,False
"In the event that either Wade or Naked wishes to extend the Term of the Agreement as contemplated above, it shall provide the other Party with written notice at least ninety (90) days prior to the expiration of the Term.",Renewal Term,Original Corporate,LOW,splits/train.csv,False
This Amendment shall be governed by and construed in accordance with the laws of Japan.,Governing Law,Original Corporate,LOW,splits/train.csv,False
"The Joint Venture shall commence on the 1st of      March, 2003,",Effective Date,Original Corporate,LOW,splits/train.csv,False
Software License Agreement [v.08.05.03],Document Name,Original Corporate,LOW,splits/train.csv,False
Trust's Advantus Money Market Fund,Parties,Original Corporate,LOW,splits/train.csv,False
Armstrong Hardwood Flooring Company,Parties,Original Corporate,LOW,splits/train.csv,False
AMENDMENT                                      TO THE                               DISTRIBUTOR AGREEMENT                                      BETWEEN                                   INGRAM MICRO                                        AND                                      NETGEAR,Document Name,Original Corporate,LOW,splits/train.csv,False
Software Development Agreement,Document Name,Original Corporate,LOW,splits/train.csv,False
"Beijing SINA Internet Information Service Co., Ltd.",Parties,Original Corporate,LOW,splits/train.csv,False
"This Agreement will be governed in all respects by the laws of the State of Delaware, including its conflict with law provisions.",Governing Law,Original Corporate,LOW,splits/train.csv,False
"The buyer/End-User: Shenzhen LOHAS Supply Chain Management Co., Ltd.",Parties,Original Corporate,LOW,splits/train.csv,False
"'IMPCO', which terms shall unless repugnant to the subject or context mean and include its successors and permitted assigns",Parties,Original Corporate,LOW,splits/train.csv,False
"In the event that Excite has not delivered XXXXXXXXXXXXXXXX             clickthroughs to the Client Site by the end of twelve (12) months             after the Launch Date, the first year of the term of the Agreement             will be extended without additional sponsorship and advertising fees             for up to an additional four (4) months.",Expiration Date,Original Corporate,LOW,splits/train.csv,False
This Agreement comes into force as of the Effective Date and shall remain valid during the term of the LSA.,Expiration Date,Original Corporate,LOW,splits/train.csv,False
"the ""Subsidiary,"" and collectively with Water Now, ""Hydraspin"")",Parties,Original Corporate,LOW,splits/train.csv,False
This Agreement shall be interpreted in accordance with the                   laws of the State of Indiana.,Governing Law,Original Corporate,LOW,splits/train.csv,False
"American Express Incentive Services, L.L.C.",Parties,Original Corporate,LOW,splits/train.csv,False
"The construction and validity of this Agreement and the provisions hereof, and the rights and obligations of the Parties hereunder, will be governed by the internal laws of the State of Delaware, USA, and, to the extent applicable to Patents and Trademarks, the applicable federal laws of the USA, in each instance without regard to conflict of laws principles.",Governing Law,Original Corporate,LOW,splits/train.csv,False
This Contract shall take effect after it is approved by the Examination and Approval Authority.,Effective Date,Original Corporate,LOW,splits/train.csv,False
